filename,filepath,category,area,volume,aabb_volume,compactness,diameter,convexity,eccentricity,A3_0,A3_1,A3_2,A3_3,A3_4,A3_5,A3_6,A3_7,A3_8,A3_9,D1_0,D1_1,D1_2,D1_3,D1_4,D1_5,D1_6,D1_7,D1_8,D1_9,D2_0,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D2_9,D3_0,D3_1,D3_2,D3_3,D3_4,D3_5,D3_6,D3_7,D3_8,D3_9,D4_0,D4_1,D4_2,D4_3,D4_4,D4_5,D4_6,D4_7,D4_8,D4_9
m1010_6257.obj,normalized_data/PlantIndoors/m1010_6257.obj,PlantIndoors,1.246,-0.004,0.453,124681.217,1.008,-0.016,2.002,0.1345,0.214,0.188,0.1495,0.117,0.08,0.057,0.0355,0.019,0.0055,0.069,0.5555,0.276,0.0885,0.0105,0.0005,0.0,0.0,0.0,0.0,0.247,0.401,0.2425,0.0895,0.019,0.001,0.0,0.0,0.0,0.0,0.1985,0.4565,0.2635,0.069,0.012,0.0005,0.0,0.0,0.0,0.0,0.3325,0.509,0.145,0.0135,0.0,0.0,0.0,0.0,0.0,0.0
m1014_7432.obj,normalized_data/PlantIndoors/m1014_7432.obj,PlantIndoors,5.43,-0.069,0.577,33838.894,1.055,-0.255,1.415,0.103,0.1915,0.208,0.173,0.1255,0.083,0.0615,0.0305,0.016,0.008,0.016,0.2215,0.5185,0.205,0.023,0.016,0.0,0.0,0.0,0.0,0.0835,0.296,0.3675,0.184,0.052,0.014,0.003,0.0,0.0,0.0,0.0415,0.2515,0.371,0.245,0.0735,0.017,0.0005,0.0,0.0,0.0,0.097,0.412,0.334,0.1315,0.024,0.0015,0.0,0.0,0.0,0.0
D00466_9900.obj,normalized_data/PlantIndoors/D00466_9900.obj,PlantIndoors,1.621,-0.05,0.568,1682.834,1.035,-0.155,1.893,0.1215,0.215,0.1925,0.135,0.1245,0.0825,0.061,0.0385,0.0245,0.005,0.2065,0.2095,0.1365,0.111,0.2025,0.134,0.0,0.0,0.0,0.0,0.0805,0.223,0.2325,0.267,0.1355,0.0465,0.0135,0.0015,0.0,0.0,0.071,0.1965,0.273,0.2195,0.1585,0.062,0.017,0.0025,0.0,0.0,0.12,0.3205,0.2895,0.19,0.0625,0.0155,0.0015,0.0005,0.0,0.0
m1032_5571.obj,normalized_data/PlantIndoors/m1032_5571.obj,PlantIndoors,1.309,0.014,0.619,10718.522,1.088,0.056,3.073,0.121,0.1695,0.184,0.2065,0.1205,0.0965,0.0565,0.0315,0.011,0.003,0.017,0.042,0.124,0.2625,0.387,0.1675,0.0,0.0,0.0,0.0,0.055,0.109,0.135,0.1925,0.2595,0.1715,0.072,0.0055,0.0,0.0,0.017,0.09,0.178,0.2115,0.2,0.1835,0.092,0.0255,0.0025,0.0,0.039,0.182,0.2745,0.2345,0.1595,0.092,0.0175,0.001,0.0,0.0
m1008_5383.obj,normalized_data/PlantIndoors/m1008_5383.obj,PlantIndoors,1.461,-0.027,0.574,4215.703,1.03,-0.081,1.665,0.172,0.175,0.1675,0.14,0.1155,0.0775,0.07,0.0445,0.0275,0.0105,0.742,0.115,0.0865,0.048,0.005,0.0035,0.0,0.0,0.0,0.0,0.643,0.211,0.111,0.0285,0.006,0.0005,0.0,0.0,0.0,0.0,0.604,0.305,0.076,0.014,0.001,0.0,0.0,0.0,0.0,0.0,0.7615,0.2115,0.0255,0.0015,0.0,0.0,0.0,0.0,0.0,0.0
m1013_6365.obj,normalized_data/PlantIndoors/m1013_6365.obj,PlantIndoors,3.266,0.006,0.654,946353.038,1.03,0.019,2.825,0.111,0.212,0.1865,0.16,0.1145,0.0845,0.0505,0.0465,0.0245,0.01,0.15,0.422,0.2615,0.1255,0.041,0.0,0.0,0.0,0.0,0.0,0.1665,0.407,0.297,0.1025,0.024,0.003,0.0,0.0,0.0,0.0,0.1085,0.4355,0.3165,0.118,0.02,0.0015,0.0,0.0,0.0,0.0,0.229,0.5195,0.22,0.0295,0.002,0.0,0.0,0.0,0.0,0.0
m995_7323.obj,normalized_data/PlantIndoors/m995_7323.obj,PlantIndoors,1.862,0.188,0.675,182.05,1.062,0.601,3.547,0.122,0.226,0.178,0.137,0.119,0.0765,0.063,0.0405,0.03,0.008,0.0325,0.118,0.165,0.331,0.134,0.1445,0.06,0.015,0.0,0.0,0.0665,0.164,0.2525,0.251,0.141,0.0815,0.039,0.0045,0.0,0.0,0.0355,0.158,0.2555,0.2805,0.1775,0.072,0.018,0.003,0.0,0.0,0.1,0.283,0.3065,0.214,0.071,0.025,0.0005,0.0,0.0,0.0
m1035_10379.obj,normalized_data/PlantIndoors/m1035_10379.obj,PlantIndoors,2.637,-0.003,0.621,1980133.799,1.149,-0.01,1.892,0.087,0.1855,0.2085,0.188,0.1395,0.098,0.0475,0.032,0.0125,0.0015,0.0125,0.0515,0.0945,0.5465,0.2155,0.0385,0.0365,0.0045,0.0,0.0,0.034,0.108,0.194,0.2645,0.25,0.1085,0.0315,0.0095,0.0,0.0,0.011,0.0645,0.168,0.259,0.253,0.173,0.06,0.0115,0.0,0.0,0.0245,0.1455,0.2735,0.286,0.2015,0.063,0.0055,0.0005,0.0,0.0
m1002_8260.obj,normalized_data/PlantIndoors/m1002_8260.obj,PlantIndoors,5.098,0.031,0.787,139917.364,1.057,0.081,1.533,0.168,0.196,0.152,0.141,0.1095,0.0925,0.063,0.0405,0.0255,0.012,0.431,0.272,0.169,0.079,0.038,0.011,0.0,0.0,0.0,0.0,0.3195,0.35,0.203,0.0985,0.022,0.006,0.001,0.0,0.0,0.0,0.298,0.3905,0.217,0.078,0.0145,0.002,0.0,0.0,0.0,0.0,0.478,0.3785,0.117,0.0245,0.002,0.0,0.0,0.0,0.0,0.0
m1033_8095.obj,normalized_data/PlantIndoors/m1033_8095.obj,PlantIndoors,0.921,0.022,0.246,1677.637,1.014,0.212,11.392,0.1775,0.193,0.147,0.1285,0.1075,0.089,0.0735,0.0535,0.026,0.0045,0.0095,0.12,0.3065,0.3665,0.178,0.0195,0.0,0.0,0.0,0.0,0.11,0.206,0.2335,0.194,0.1345,0.0975,0.024,0.0005,0.0,0.0,0.052,0.2045,0.315,0.301,0.121,0.0065,0.0,0.0,0.0,0.0,0.118,0.393,0.3595,0.127,0.0025,0.0,0.0,0.0,0.0,0.0
m1001_6319.obj,normalized_data/PlantIndoors/m1001_6319.obj,PlantIndoors,1.652,-0.051,0.397,1728.766,1.041,-0.285,4.132,0.152,0.195,0.176,0.1535,0.1,0.0835,0.059,0.048,0.025,0.008,0.107,0.385,0.3075,0.1455,0.052,0.003,0.0,0.0,0.0,0.0,0.1925,0.4515,0.2265,0.0795,0.0375,0.0115,0.0005,0.0005,0.0,0.0,0.1405,0.4635,0.296,0.0835,0.0145,0.002,0.0,0.0,0.0,0.0,0.2925,0.5145,0.1695,0.022,0.0015,0.0,0.0,0.0,0.0,0.0
m1006_6630.obj,normalized_data/PlantIndoors/m1006_6630.obj,PlantIndoors,1.369,-0.002,0.568,827864.123,1.055,-0.007,1.502,0.1215,0.2115,0.187,0.1535,0.1165,0.085,0.0525,0.039,0.0235,0.01,0.363,0.357,0.2,0.0705,0.0085,0.001,0.0,0.0,0.0,0.0,0.287,0.4595,0.193,0.0545,0.006,0.0,0.0,0.0,0.0,0.0,0.221,0.5065,0.22,0.0455,0.007,0.0,0.0,0.0,0.0,0.0,0.3905,0.4895,0.111,0.0085,0.0005,0.0,0.0,0.0,0.0,0.0
D00491_7366.obj,normalized_data/PlantIndoors/D00491_7366.obj,PlantIndoors,3.983,-0.024,0.798,113627.602,1.187,-0.058,2.591,0.1085,0.1915,0.2055,0.173,0.116,0.083,0.0625,0.035,0.02,0.005,0.0245,0.114,0.229,0.3475,0.214,0.0705,0.0005,0.0,0.0,0.0,0.0455,0.155,0.264,0.2525,0.183,0.0835,0.014,0.0025,0.0,0.0,0.0175,0.106,0.252,0.279,0.2025,0.1115,0.0275,0.004,0.0,0.0,0.0455,0.222,0.344,0.2535,0.1055,0.0265,0.003,0.0,0.0,0.0
m1011_7529.obj,normalized_data/PlantIndoors/m1011_7529.obj,PlantIndoors,1.068,-0.011,0.627,10701.273,1.075,-0.032,6.725,0.18,0.217,0.1495,0.1085,0.0865,0.071,0.0695,0.062,0.0435,0.0125,0.3815,0.3095,0.2095,0.0695,0.0125,0.0145,0.003,0.0,0.0,0.0,0.2835,0.425,0.197,0.068,0.0215,0.0045,0.0005,0.0,0.0,0.0,0.241,0.536,0.1895,0.0275,0.006,0.0,0.0,0.0,0.0,0.0,0.4545,0.483,0.059,0.003,0.0005,0.0,0.0,0.0,0.0,0.0
D00238_6668.obj,normalized_data/PlantIndoors/D00238_6668.obj,PlantIndoors,4.0,-0.014,0.503,335390.358,1.027,-0.051,1.517,0.103,0.2115,0.2115,0.17,0.1215,0.072,0.0525,0.034,0.019,0.005,0.011,0.233,0.379,0.2645,0.1085,0.004,0.0,0.0,0.0,0.0,0.087,0.273,0.315,0.241,0.0675,0.016,0.0005,0.0,0.0,0.0,0.0445,0.252,0.3495,0.248,0.086,0.0185,0.0015,0.0,0.0,0.0,0.111,0.3855,0.3455,0.1295,0.024,0.0045,0.0,0.0,0.0,0.0
m1021_7641.obj,normalized_data/PlantIndoors/m1021_7641.obj,PlantIndoors,1.26,0.04,0.498,1270.189,1.029,0.143,29.087,0.27,0.1765,0.1045,0.0835,0.0735,0.0605,0.059,0.072,0.07,0.0305,0.169,0.293,0.175,0.1775,0.131,0.0505,0.004,0.0,0.0,0.0,0.191,0.3405,0.2475,0.132,0.065,0.0205,0.0035,0.0,0.0,0.0,0.2065,0.437,0.2755,0.067,0.0135,0.0005,0.0,0.0,0.0,0.0,0.5085,0.4275,0.057,0.006,0.001,0.0,0.0,0.0,0.0,0.0
D00800_7172.obj,normalized_data/PlantIndoors/D00800_7172.obj,PlantIndoors,1.83,0.027,0.588,8551.56,1.074,0.094,1.201,0.104,0.224,0.1965,0.153,0.1105,0.087,0.062,0.0335,0.021,0.0085,0.1325,0.3695,0.259,0.1645,0.07,0.0045,0.0,0.0,0.0,0.0,0.1145,0.357,0.321,0.1575,0.0445,0.0055,0.0,0.0,0.0,0.0,0.087,0.34,0.3395,0.192,0.0355,0.0055,0.0005,0.0,0.0,0.0,0.1895,0.4355,0.2955,0.0695,0.008,0.0015,0.0005,0.0,0.0,0.0
D00049_7363.obj,normalized_data/PlantIndoors/D00049_7363.obj,PlantIndoors,1.513,0.02,0.521,8961.544,1.026,0.076,1.796,0.1015,0.201,0.2005,0.1655,0.135,0.089,0.048,0.036,0.018,0.0055,0.0035,0.0635,0.17,0.253,0.4205,0.0895,0.0,0.0,0.0,0.0,0.0505,0.1655,0.2745,0.27,0.1655,0.0565,0.0175,0.0,0.0,0.0,0.025,0.1085,0.2985,0.2775,0.182,0.087,0.02,0.0015,0.0,0.0,0.052,0.2425,0.349,0.2445,0.0855,0.0215,0.005,0.0,0.0,0.0
m1004_7194.obj,normalized_data/PlantIndoors/m1004_7194.obj,PlantIndoors,1.898,0.027,0.622,9338.902,1.095,0.09,1.203,0.114,0.2085,0.2075,0.1475,0.112,0.088,0.0575,0.034,0.024,0.007,0.122,0.3725,0.243,0.1805,0.076,0.006,0.0,0.0,0.0,0.0,0.117,0.35,0.322,0.16,0.045,0.006,0.0,0.0,0.0,0.0,0.0765,0.3045,0.377,0.183,0.05,0.008,0.001,0.0,0.0,0.0,0.167,0.4455,0.29,0.085,0.011,0.0015,0.0,0.0,0.0,0.0
D00609_6744.obj,normalized_data/PlantIndoors/D00609_6744.obj,PlantIndoors,2.364,0.045,0.863,6663.313,1.138,0.109,1.872,0.1425,0.1915,0.177,0.141,0.121,0.0875,0.0595,0.044,0.0265,0.0095,0.345,0.2255,0.15,0.206,0.0655,0.008,0.0,0.0,0.0,0.0,0.211,0.2855,0.321,0.1395,0.0365,0.006,0.0005,0.0,0.0,0.0,0.1355,0.3665,0.289,0.1575,0.044,0.006,0.0015,0.0,0.0,0.0,0.257,0.451,0.226,0.058,0.007,0.001,0.0,0.0,0.0,0.0
m1007_7930.obj,normalized_data/PlantIndoors/m1007_7930.obj,PlantIndoors,3.54,0.123,0.544,2930.348,1.051,0.49,3.473,0.1275,0.1685,0.1895,0.1755,0.144,0.08,0.054,0.0345,0.02,0.0065,0.0175,0.1485,0.272,0.167,0.337,0.058,0.0,0.0,0.0,0.0,0.073,0.1545,0.249,0.258,0.1685,0.0825,0.012,0.0025,0.0,0.0,0.031,0.145,0.2555,0.2725,0.19,0.0915,0.014,0.0005,0.0,0.0,0.0695,0.2715,0.3475,0.217,0.0765,0.017,0.001,0.0,0.0,0.0
D00622_7369.obj,normalized_data/PlantIndoors/D00622_7369.obj,PlantIndoors,2.443,-0.019,0.361,38480.114,1.043,-0.109,17.987,0.228,0.177,0.0935,0.1075,0.1245,0.076,0.068,0.0585,0.0485,0.0185,0.0195,0.194,0.282,0.0895,0.0215,0.339,0.0545,0.0,0.0,0.0,0.1585,0.186,0.122,0.0785,0.124,0.237,0.093,0.001,0.0,0.0,0.101,0.2125,0.221,0.255,0.1445,0.055,0.0105,0.0005,0.0,0.0,0.2065,0.356,0.2915,0.1245,0.0195,0.002,0.0,0.0,0.0,0.0
D00624_7440.obj,normalized_data/PlantIndoors/D00624_7440.obj,PlantIndoors,6.23,0.207,0.664,5662.674,1.1,0.561,2.391,0.1235,0.187,0.161,0.1825,0.147,0.089,0.046,0.0315,0.0225,0.01,0.0335,0.105,0.2115,0.0915,0.307,0.218,0.0335,0.0,0.0,0.0,0.0565,0.1525,0.1815,0.1935,0.2565,0.139,0.02,0.0005,0.0,0.0,0.0225,0.12,0.1805,0.2595,0.2345,0.13,0.048,0.005,0.0,0.0,0.057,0.233,0.2825,0.2505,0.128,0.0425,0.006,0.0005,0.0,0.0
D00128_7093.obj,normalized_data/PlantIndoors/D00128_7093.obj,PlantIndoors,1.81,0.058,0.66,1753.675,1.042,0.22,3.682,0.127,0.207,0.176,0.164,0.125,0.079,0.0545,0.041,0.02,0.0065,0.0275,0.1915,0.226,0.1425,0.2945,0.118,0.0,0.0,0.0,0.0,0.0495,0.207,0.2815,0.1895,0.173,0.08,0.0185,0.001,0.0,0.0,0.028,0.148,0.305,0.295,0.138,0.067,0.0155,0.0035,0.0,0.0,0.071,0.303,0.356,0.199,0.061,0.0095,0.0005,0.0,0.0,0.0
m991_7029.obj,normalized_data/PlantIndoors/m991_7029.obj,PlantIndoors,0.879,0.023,0.694,1278.721,1.058,0.079,1.717,0.1165,0.1875,0.2,0.156,0.1395,0.0815,0.0595,0.036,0.017,0.0065,0.056,0.2005,0.293,0.1635,0.1375,0.109,0.0385,0.002,0.0,0.0,0.052,0.2015,0.2585,0.2335,0.1685,0.072,0.014,0.0,0.0,0.0,0.0225,0.173,0.265,0.2675,0.1735,0.0705,0.023,0.005,0.0,0.0,0.0575,0.2885,0.327,0.2135,0.087,0.0235,0.003,0.0,0.0,0.0
D00080_7355.obj,normalized_data/PlantIndoors/D00080_7355.obj,PlantIndoors,1.256,-0.02,0.475,4995.841,1.017,-0.093,4.293,0.1315,0.1885,0.1865,0.1495,0.142,0.082,0.0665,0.0275,0.0225,0.0035,0.0265,0.06,0.1185,0.3165,0.336,0.1425,0.0,0.0,0.0,0.0,0.102,0.294,0.2805,0.1475,0.0975,0.054,0.0245,0.0,0.0,0.0,0.0585,0.266,0.316,0.227,0.1005,0.028,0.004,0.0,0.0,0.0,0.128,0.3985,0.324,0.119,0.028,0.0025,0.0,0.0,0.0,0.0
D00968_5999.obj,normalized_data/PlantIndoors/D00968_5999.obj,PlantIndoors,1.868,0.026,0.473,9885.821,1.019,0.095,25.277,0.266,0.194,0.109,0.088,0.064,0.067,0.0605,0.0625,0.0575,0.0315,0.1885,0.2865,0.2105,0.166,0.1205,0.028,0.0,0.0,0.0,0.0,0.184,0.3395,0.248,0.142,0.063,0.0195,0.004,0.0,0.0,0.0,0.1885,0.46,0.263,0.074,0.013,0.0015,0.0,0.0,0.0,0.0,0.494,0.4395,0.059,0.007,0.0005,0.0,0.0,0.0,0.0,0.0
m1034_4672.obj,normalized_data/PlantIndoors/m1034_4672.obj,PlantIndoors,0.312,0.003,0.184,3182.715,1.031,0.043,17.964,0.2255,0.196,0.134,0.0785,0.0905,0.0745,0.0715,0.056,0.048,0.0255,0.065,0.204,0.2995,0.1615,0.1205,0.0835,0.063,0.003,0.0,0.0,0.142,0.248,0.2305,0.1545,0.1165,0.0825,0.025,0.001,0.0,0.0,0.086,0.29,0.3625,0.2035,0.0545,0.0035,0.0,0.0,0.0,0.0,0.201,0.4955,0.2665,0.0365,0.0005,0.0,0.0,0.0,0.0,0.0
m1031_10233.obj,normalized_data/PlantIndoors/m1031_10233.obj,PlantIndoors,2.266,0.037,0.61,8348.478,1.057,0.148,4.277,0.1095,0.1835,0.193,0.179,0.125,0.0905,0.0585,0.0415,0.0145,0.005,0.061,0.137,0.359,0.288,0.1105,0.037,0.0075,0.0,0.0,0.0,0.056,0.2075,0.297,0.2555,0.114,0.0525,0.0175,0.0,0.0,0.0,0.0205,0.1645,0.29,0.318,0.1555,0.047,0.004,0.0005,0.0,0.0,0.075,0.289,0.383,0.202,0.045,0.006,0.0,0.0,0.0,0.0
m1000_6892.obj,normalized_data/PlantIndoors/m1000_6892.obj,PlantIndoors,1.547,-0.021,0.564,8134.288,1.045,-0.078,1.823,0.089,0.194,0.214,0.1755,0.127,0.091,0.05,0.037,0.018,0.0045,0.0015,0.052,0.155,0.2445,0.4205,0.1265,0.0,0.0,0.0,0.0,0.0435,0.1535,0.2595,0.2705,0.18,0.0725,0.0205,0.0,0.0,0.0,0.022,0.1175,0.2585,0.3005,0.188,0.083,0.0265,0.004,0.0,0.0,0.0465,0.233,0.356,0.243,0.0955,0.022,0.0035,0.0005,0.0,0.0
D00087_8030.obj,normalized_data/PlantIndoors/D00087_8030.obj,PlantIndoors,4.49,-0.001,0.692,80057551.538,1.057,-0.003,2.996,0.1145,0.19,0.2035,0.1605,0.1195,0.088,0.054,0.0375,0.024,0.0085,0.0565,0.2005,0.2435,0.1545,0.122,0.2225,0.0005,0.0,0.0,0.0,0.0615,0.176,0.242,0.2165,0.199,0.086,0.019,0.0,0.0,0.0,0.036,0.1315,0.2485,0.2745,0.1915,0.096,0.02,0.002,0.0,0.0,0.0615,0.2575,0.323,0.243,0.0975,0.017,0.0005,0.0,0.0,0.0
m1020_6792.obj,normalized_data/PlantIndoors/m1020_6792.obj,PlantIndoors,3.851,0.011,0.5,441732.727,1.007,0.044,1.51,0.115,0.1825,0.213,0.2035,0.109,0.0845,0.0435,0.026,0.0175,0.0055,0.014,0.27,0.3655,0.264,0.081,0.0055,0.0,0.0,0.0,0.0,0.0975,0.2635,0.3265,0.237,0.0555,0.019,0.001,0.0,0.0,0.0,0.045,0.246,0.3655,0.239,0.088,0.014,0.0025,0.0,0.0,0.0,0.1155,0.3825,0.3555,0.121,0.0245,0.001,0.0,0.0,0.0,0.0
m1027_8108.obj,normalized_data/PlantIndoors/m1027_8108.obj,PlantIndoors,4.965,0.022,0.765,251134.068,1.084,0.051,2.994,0.127,0.1785,0.1865,0.1695,0.1145,0.086,0.0625,0.041,0.024,0.0105,0.057,0.2085,0.2245,0.148,0.1285,0.203,0.0305,0.0,0.0,0.0,0.052,0.1495,0.239,0.231,0.199,0.1025,0.022,0.005,0.0,0.0,0.0315,0.1265,0.242,0.27,0.2045,0.091,0.031,0.003,0.0005,0.0,0.066,0.2555,0.3095,0.2275,0.103,0.0365,0.002,0.0,0.0,0.0
m1036_5498.obj,normalized_data/PlantIndoors/m1036_5498.obj,PlantIndoors,0.68,-0.006,0.235,9703.29,1.04,-0.076,18.082,0.187,0.209,0.1495,0.1105,0.093,0.079,0.0675,0.054,0.0355,0.015,0.0935,0.2495,0.2055,0.267,0.168,0.0165,0.0,0.0,0.0,0.0,0.1155,0.248,0.26,0.1735,0.122,0.063,0.017,0.001,0.0,0.0,0.0535,0.2755,0.3725,0.211,0.075,0.011,0.0015,0.0,0.0,0.0,0.1565,0.5045,0.2755,0.061,0.0025,0.0,0.0,0.0,0.0,0.0
m1017_7297.obj,normalized_data/PlantIndoors/m1017_7297.obj,PlantIndoors,2.469,-0.02,0.373,36291.034,1.049,-0.112,17.888,0.2315,0.1715,0.109,0.1135,0.1285,0.0705,0.0505,0.056,0.05,0.019,0.0155,0.1755,0.27,0.088,0.0175,0.364,0.0695,0.0,0.0,0.0,0.1585,0.194,0.1325,0.078,0.1115,0.2305,0.0945,0.0005,0.0,0.0,0.0945,0.2265,0.2235,0.234,0.146,0.057,0.0165,0.002,0.0,0.0,0.188,0.4005,0.2615,0.1205,0.0265,0.003,0.0,0.0,0.0,0.0
m994_8586.obj,normalized_data/PlantIndoors/m994_8586.obj,PlantIndoors,1.563,0.002,0.474,1380382.859,1.0,0.007,1.266,0.102,0.184,0.203,0.187,0.1275,0.078,0.053,0.042,0.019,0.0045,0.011,0.134,0.3435,0.3725,0.139,0.0,0.0,0.0,0.0,0.0,0.0635,0.1955,0.248,0.2985,0.1765,0.017,0.001,0.0,0.0,0.0,0.02,0.1475,0.2825,0.3075,0.1805,0.0575,0.0045,0.0,0.0,0.0,0.0635,0.3,0.349,0.2045,0.0705,0.0125,0.0,0.0,0.0,0.0
m1023_11611.obj,normalized_data/PlantIndoors/m1023_11611.obj,PlantIndoors,2.558,0.021,0.542,37558.659,1.021,0.067,1.816,0.095,0.1925,0.1975,0.178,0.128,0.087,0.0535,0.039,0.0235,0.006,0.0655,0.214,0.225,0.1185,0.3545,0.0225,0.0,0.0,0.0,0.0,0.0545,0.1915,0.235,0.26,0.1765,0.0685,0.014,0.0,0.0,0.0,0.028,0.145,0.2825,0.271,0.181,0.07,0.0205,0.002,0.0,0.0,0.069,0.255,0.32,0.2315,0.097,0.0245,0.003,0.0,0.0,0.0
m1005_6805.obj,normalized_data/PlantIndoors/m1005_6805.obj,PlantIndoors,0.839,0.018,0.238,1820.665,1.051,0.157,7.348,0.1655,0.216,0.1605,0.1295,0.102,0.0675,0.0665,0.0435,0.034,0.015,0.0825,0.3175,0.254,0.2145,0.1195,0.012,0.0,0.0,0.0,0.0,0.1235,0.3495,0.287,0.1395,0.067,0.027,0.006,0.0005,0.0,0.0,0.0635,0.3535,0.403,0.1465,0.031,0.0025,0.0,0.0,0.0,0.0,0.1655,0.5335,0.2715,0.029,0.0005,0.0,0.0,0.0,0.0,0.0
m997_8474.obj,normalized_data/PlantIndoors/m997_8474.obj,PlantIndoors,2.264,-0.088,0.666,1509.017,1.002,-0.292,1.751,0.0945,0.1865,0.2095,0.188,0.127,0.087,0.059,0.029,0.0135,0.006,0.0785,0.1335,0.302,0.326,0.1535,0.0065,0.0,0.0,0.0,0.0,0.057,0.2185,0.293,0.258,0.144,0.0285,0.001,0.0,0.0,0.0,0.0175,0.163,0.3035,0.303,0.1705,0.0365,0.006,0.0,0.0,0.0,0.0575,0.291,0.363,0.2165,0.06,0.012,0.0,0.0,0.0,0.0
m1029_7652.obj,normalized_data/PlantIndoors/m1029_7652.obj,PlantIndoors,1.261,-0.005,0.269,80139.981,1.029,-0.04,9.922,0.167,0.1855,0.156,0.137,0.115,0.087,0.0685,0.0535,0.0225,0.008,0.0125,0.2685,0.501,0.1375,0.009,0.0335,0.038,0.0,0.0,0.0,0.2075,0.252,0.2755,0.1165,0.049,0.0765,0.023,0.0,0.0,0.0,0.123,0.3745,0.2465,0.1305,0.0805,0.0405,0.0045,0.0,0.0,0.0,0.2245,0.4715,0.2205,0.0755,0.0075,0.0005,0.0,0.0,0.0,0.0
m1009_5348.obj,normalized_data/PlantIndoors/m1009_5348.obj,PlantIndoors,1.934,-0.07,0.401,1478.952,1.095,-0.429,10.85,0.28,0.1765,0.1095,0.079,0.0695,0.069,0.059,0.052,0.072,0.0335,0.1885,0.5525,0.1355,0.0785,0.034,0.0105,0.0,0.0005,0.0,0.0,0.514,0.249,0.1,0.0805,0.047,0.0085,0.001,0.0,0.0,0.0,0.6245,0.245,0.1005,0.0255,0.0035,0.001,0.0,0.0,0.0,0.0,0.7975,0.177,0.021,0.004,0.0005,0.0,0.0,0.0,0.0,0.0
m993_6442.obj,normalized_data/PlantIndoors/m993_6442.obj,PlantIndoors,0.554,-0.01,0.046,1702.1,1.039,-0.498,32.39,0.312,0.186,0.0845,0.066,0.0645,0.0555,0.058,0.071,0.069,0.0335,0.148,0.248,0.2525,0.215,0.093,0.037,0.0065,0.0,0.0,0.0,0.172,0.296,0.222,0.157,0.0935,0.039,0.019,0.0015,0.0,0.0,0.137,0.478,0.3085,0.0725,0.004,0.0,0.0,0.0,0.0,0.0,0.346,0.55,0.1025,0.0015,0.0,0.0,0.0,0.0,0.0,0.0
m990_11234.obj,normalized_data/PlantIndoors/m990_11234.obj,PlantIndoors,3.287,0.067,0.436,7914.342,1.001,0.25,1.887,0.104,0.2095,0.208,0.1655,0.134,0.064,0.06,0.0325,0.017,0.0055,0.0705,0.3125,0.2765,0.213,0.1265,0.001,0.0,0.0,0.0,0.0,0.0905,0.2595,0.301,0.24,0.0865,0.021,0.0015,0.0,0.0,0.0,0.0375,0.235,0.3465,0.2495,0.1,0.031,0.0005,0.0,0.0,0.0,0.1025,0.387,0.3395,0.14,0.028,0.003,0.0,0.0,0.0,0.0
m1015_10066.obj,normalized_data/PlantIndoors/m1015_10066.obj,PlantIndoors,1.656,-0.001,0.247,4990274.51,1.015,-0.008,5.828,0.133,0.2085,0.1835,0.123,0.118,0.0815,0.065,0.0495,0.0265,0.0115,0.081,0.279,0.3315,0.1725,0.1355,0.0005,0.0,0.0,0.0,0.0,0.0945,0.2775,0.3335,0.176,0.0825,0.028,0.008,0.0,0.0,0.0,0.051,0.229,0.395,0.255,0.0645,0.0055,0.0,0.0,0.0,0.0,0.1145,0.4445,0.3405,0.096,0.0045,0.0,0.0,0.0,0.0,0.0
D00657_5801.obj,normalized_data/PlantIndoors/D00657_5801.obj,PlantIndoors,0.544,0.015,0.178,712.553,1.004,0.196,9.379,0.158,0.209,0.17,0.117,0.101,0.088,0.067,0.0475,0.033,0.0095,0.0515,0.562,0.255,0.0915,0.03,0.009,0.001,0.0,0.0,0.0,0.4135,0.371,0.1595,0.0405,0.0125,0.0025,0.0005,0.0,0.0,0.0,0.359,0.475,0.1485,0.0165,0.001,0.0,0.0,0.0,0.0,0.0,0.5795,0.393,0.0265,0.001,0.0,0.0,0.0,0.0,0.0,0.0
D00159_6816.obj,normalized_data/PlantIndoors/D00159_6816.obj,PlantIndoors,2.043,0.017,0.626,29512.938,1.025,0.05,2.511,0.1115,0.1675,0.211,0.1945,0.1245,0.0865,0.053,0.0315,0.0175,0.0025,0.033,0.1135,0.1595,0.347,0.3,0.047,0.0,0.0,0.0,0.0,0.0725,0.11,0.2245,0.288,0.192,0.09,0.022,0.001,0.0,0.0,0.022,0.1225,0.2015,0.2505,0.2605,0.1085,0.0305,0.004,0.0,0.0,0.0565,0.2355,0.298,0.254,0.1275,0.025,0.0035,0.0,0.0,0.0
D00370_7358.obj,normalized_data/PlantIndoors/D00370_7358.obj,PlantIndoors,7.126,-0.097,0.514,38435.856,1.045,-0.393,3.442,0.114,0.172,0.187,0.174,0.1475,0.0895,0.056,0.039,0.0175,0.0035,0.019,0.121,0.245,0.292,0.301,0.022,0.0,0.0,0.0,0.0,0.066,0.171,0.2695,0.2515,0.166,0.065,0.011,0.0,0.0,0.0,0.0265,0.1555,0.277,0.2885,0.1645,0.0775,0.01,0.0005,0.0,0.0,0.072,0.2885,0.344,0.207,0.0735,0.014,0.001,0.0,0.0,0.0
