class,num_vertices,num_faces,face_types,bounding_box
MultiSeat,28,44,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.5, 0.5]}"
MultiSeat,164,280,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.51, 0.34]}"
MultiSeat,257,390,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.44, 0.42]}"
MultiSeat,540,1064,only triangles,"{'min': [-0.94, -0.58, -0.64], 'max': [0.71, 0.6, 0.46]}"
MultiSeat,40607,80270,only triangles,"{'min': [-0.84, -0.65, -0.7], 'max': [0.82, 0.7, 0.35]}"
MultiSeat,12462,24874,only triangles,"{'min': [-0.87, -0.52, -0.35], 'max': [1.02, 0.41, 0.24]}"
MultiSeat,94,180,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.85, 0.85]}"
MultiSeat,36,68,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.66, 0.98, 0.34]}"
MultiSeat,27775,55260,only triangles,"{'min': [-1.04, -0.5, -0.42], 'max': [0.87, 0.41, 0.3]}"
MultiSeat,8085,15128,only triangles,"{'min': [0.1, 0.11, 0.03], 'max': [0.51, 0.49, 0.98]}"
MultiSeat,15181,30300,only triangles,"{'min': [-0.89, -0.31, -0.4], 'max': [0.83, 0.55, 0.39]}"
Truck,1162,6990,only triangles,"{'min': [-2.99, -0.11, 0.0], 'max': [14.43, 3.08, 3.89]}"
Truck,4148,21741,only triangles,"{'min': [-4.28, 2.64, 0.0], 'max': [11.9, 5.83, 4.46]}"
Truck,5427,32121,only triangles,"{'min': [0.0, 0.01, 0.0], 'max': [2.48, 11.04, 3.83]}"
Truck,5281,30009,only triangles,"{'min': [-2.29, -5.08, -2.37], 'max': [2.29, 5.07, 2.37]}"
Truck,4990,34089,only triangles,"{'min': [-1.58, -0.17, 0.0], 'max': [15.5, 2.58, 3.63]}"
Truck,3644,21885,only triangles,"{'min': [1.59, 0.45, -0.21], 'max': [17.73, 3.3, 4.46]}"
Truck,3725,34776,only triangles,"{'min': [-0.14, 0.08, -0.1], 'max': [19.76, 2.56, 4.02]}"
Truck,6539,35157,only triangles,"{'min': [-3.06, -3.77, -0.03], 'max': [0.17, 6.76, 4.26]}"
Truck,5209,38331,only triangles,"{'min': [0.03, 0.0, 0.01], 'max': [2.62, 15.76, 3.87]}"
Truck,9614,18340,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.19, 0.27, 0.98]}"
Truck,11749,69420,only triangles,"{'min': [4.8, 0.57, 0.0], 'max': [8.04, 10.6, 3.24]}"
Truck,1461,2788,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.29, 0.32, 0.98]}"
Truck,480,2520,only triangles,"{'min': [2.68, -0.9, -0.03], 'max': [8.42, 1.42, 1.86]}"
Truck,12792,23350,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.32, 0.41, 0.98]}"
Truck,1419,9108,only triangles,"{'min': [-0.34, -0.1, 0.0], 'max': [0.14, 0.09, 0.22]}"
Truck,6683,37098,only triangles,"{'min': [0.33, -0.83, -0.02], 'max': [3.09, 6.46, 2.98]}"
Truck,1445,3111,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.23, 0.36, 0.98]}"
Truck,3780,7402,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.42, 0.46, 0.98]}"
Truck,2530,15906,only triangles,"{'min': [2.16, 16.63, -0.0], 'max': [23.08, 24.38, 9.39]}"
Truck,47209,92176,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.4, 0.47, 0.98]}"
Truck,6939,38910,only triangles,"{'min': [7.22, 13.4, -0.28], 'max': [10.9, 24.31, 3.69]}"
Truck,8315,46152,only triangles,"{'min': [-0.57, -2.12, 0.01], 'max': [2.19, 5.29, 3.21]}"
Truck,13225,78354,only triangles,"{'min': [-0.64, 0.01, -0.11], 'max': [2.43, 10.81, 3.96]}"
Truck,3519,7038,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.38, 0.32]}"
Truck,8955,54603,only triangles,"{'min': [0.01, 0.0, 0.0], 'max': [3.02, 17.27, 4.6]}"
Truck,5602,39495,only triangles,"{'min': [9.17, 0.0, 0.0], 'max': [11.71, 19.38, 4.14]}"
Truck,7853,47286,only triangles,"{'min': [-0.0, -0.0, 0.0], 'max': [3.32, 13.25, 4.5]}"
NonWheelChair,1474,2920,only triangles,"{'min': [-1.1, -0.35, -0.46], 'max': [0.78, 0.65, 0.41]}"
NonWheelChair,718,1356,only triangles,"{'min': [-1.02, -0.35, -0.47], 'max': [0.81, 0.42, 0.42]}"
NonWheelChair,2006,3976,only triangles,"{'min': [-0.81, -0.42, -0.38], 'max': [1.12, 0.52, 0.38]}"
NonWheelChair,1931,3784,only triangles,"{'min': [-0.93, -0.32, -0.43], 'max': [0.71, 0.82, 0.45]}"
NonWheelChair,730,1412,only triangles,"{'min': [-0.57, -0.53, -0.88], 'max': [0.91, 0.37, 0.35]}"
NonWheelChair,200,364,only triangles,"{'min': [-1.1, -0.47, -0.23], 'max': [0.73, 0.3, 0.51]}"
NonWheelChair,5063,10066,only triangles,"{'min': [-0.97, -0.46, -0.56], 'max': [0.91, 0.41, 0.56]}"
NonWheelChair,10328,20392,only triangles,"{'min': [-0.98, -0.41, -0.41], 'max': [0.82, 0.57, 0.79]}"
NonWheelChair,678,1232,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.71, 0.98, 0.67]}"
NonWheelChair,775,1494,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.38, 0.98, 0.4]}"
NonWheelChair,326,552,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.7, 0.98, 0.67]}"
NonWheelChair,151,290,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.73, 0.98, 0.73]}"
NonWheelChair,257,434,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.54, 0.98, 0.56]}"
NonWheelChair,10120,20200,only triangles,"{'min': [-1.17, -0.54, -0.35], 'max': [0.6, 0.6, 0.82]}"
NonWheelChair,16724,33404,only triangles,"{'min': [-0.96, -0.59, -0.8], 'max': [0.9, 0.43, 0.46]}"
NonWheelChair,3018,5984,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.39, 0.98, 0.55]}"
NonWheelChair,867,1719,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.64, 0.98, 0.61]}"
NonWheelChair,2702,5336,only triangles,"{'min': [-0.92, -0.95, -0.59], 'max': [0.76, 0.74, 0.58]}"
NonWheelChair,104,184,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.41, 0.98, 0.4]}"
NonWheelChair,257,434,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.4, 0.98, 0.42]}"
NonWheelChair,257,434,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.46, 0.98, 0.48]}"
NonWheelChair,472,904,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.36, 0.98, 0.41]}"
NonWheelChair,12172,24253,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.71, 0.98, 0.69]}"
NonWheelChair,641,1246,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.76, 0.98, 0.78]}"
NonWheelChair,341,546,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.4, 0.98, 0.42]}"
NonWheelChair,257,434,only triangles,"{'min': [-0.62, -0.48, -0.3], 'max': [1.15, 0.59, 1.05]}"
NonWheelChair,368,688,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.5, 0.98, 0.56]}"
NonWheelChair,1373,2678,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.57, 0.98, 0.57]}"
NonWheelChair,81,98,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.88, 0.98, 0.77]}"
NonWheelChair,3183,6272,only triangles,"{'min': [-0.79, -0.4, -0.42], 'max': [0.97, 0.58, 0.74]}"
NonWheelChair,960,1788,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.57, 0.98, 0.57]}"
NonWheelChair,2288,4508,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.51, 0.98, 0.51]}"
NonWheelChair,341,546,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.46, 0.98, 0.48]}"
NonWheelChair,8188,16268,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.47, 0.98, 0.55]}"
NonWheelChair,713,1378,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.51, 0.98, 0.47]}"
NonWheelChair,116,190,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.73, 0.98, 0.73]}"
NonWheelChair,341,546,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.54, 0.98, 0.56]}"
NonWheelChair,2912,5694,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.66, 0.98, 0.68]}"
NonWheelChair,2446,4808,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.51, 0.98, 0.51]}"
NonWheelChair,398,664,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.48, 0.98, 0.51]}"
NonWheelChair,678,1266,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.5, 0.98, 0.52]}"
NonWheelChair,76,120,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.71, 0.98, 0.71]}"
NonWheelChair,320,612,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.34, 0.98, 0.33]}"
NonWheelChair,600,1144,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.51, 0.98, 0.5]}"
NonWheelChair,88,132,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.46, 0.98, 0.39]}"
NonWheelChair,440,812,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.64, 0.98, 0.55]}"
NonWheelChair,967,1906,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.5, 0.98, 0.53]}"
NonWheelChair,369,599,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.6, 0.98, 0.65]}"
NonWheelChair,678,1266,only triangles,"{'min': [-1.0, -0.5, -0.62], 'max': [0.87, 0.7, 0.64]}"
NonWheelChair,132,208,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.56, 0.98, 0.57]}"
NonWheelChair,842,1344,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.55, 0.98, 0.62]}"
NonWheelChair,120,180,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.24, 0.98, 0.23]}"
NonWheelChair,349,680,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.44, 0.98, 0.4]}"
NonWheelChair,938,1784,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.65, 0.98, 0.69]}"
NonWheelChair,341,546,only triangles,"{'min': [-0.72, -0.55, -0.39], 'max': [1.1, 0.66, 1.02]}"
NonWheelChair,3120,6196,only triangles,"{'min': [-0.94, -0.42, -0.36], 'max': [0.83, 0.48, 0.82]}"
NonWheelChair,1323,2568,only triangles,"{'min': [-0.96, -0.54, -0.57], 'max': [0.84, 0.74, 0.8]}"
NonWheelChair,10098,20160,only triangles,"{'min': [-0.72, -0.52, -0.62], 'max': [0.98, 0.34, 0.34]}"
NonWheelChair,4264,8440,only triangles,"{'min': [-0.69, -0.61, -0.78], 'max': [0.9, 0.43, 0.5]}"
NonWheelChair,3512,7012,only triangles,"{'min': [-0.91, -0.4, -0.71], 'max': [0.69, 0.7, 0.42]}"
DeskPhone,531,848,only triangles,"{'min': [-0.85, -0.53, -0.21], 'max': [0.88, 0.77, 0.14]}"
DeskPhone,1699,3314,only triangles,"{'min': [-0.75, -0.64, -0.38], 'max': [0.97, 0.49, 0.29]}"
DeskPhone,814,1508,only triangles,"{'min': [-0.78, -0.5, -0.22], 'max': [0.78, 0.85, 0.19]}"
DeskPhone,12443,21950,only triangles,"{'min': [-0.78, -0.73, -0.22], 'max': [0.9, 0.59, 0.22]}"
DeskPhone,4313,8494,only triangles,"{'min': [-0.71, -0.66, -0.52], 'max': [0.81, 0.61, 0.27]}"
DeskPhone,39869,79652,only triangles,"{'min': [-0.71, -0.71, -0.25], 'max': [0.78, 0.7, 0.26]}"
DeskPhone,11605,22944,only triangles,"{'min': [-0.63, -0.64, -0.13], 'max': [0.97, 0.43, 0.11]}"
DeskPhone,3870,7692,only triangles,"{'min': [-0.91, -0.91, -0.44], 'max': [0.92, 0.8, 0.12]}"
DeskPhone,3924,7780,only triangles,"{'min': [-0.74, -0.67, -0.38], 'max': [0.75, 0.51, 0.5]}"
DeskPhone,586,1108,only triangles,"{'min': [-0.85, -0.5, -0.43], 'max': [0.84, 0.92, 0.26]}"
DeskPhone,11731,16509,only triangles,"{'min': [-0.88, -0.71, -0.38], 'max': [0.84, 0.82, 0.26]}"
DeskPhone,22803,42664,only triangles,"{'min': [-0.71, -0.57, -0.17], 'max': [0.87, 0.53, 0.2]}"
DeskPhone,14352,28992,only triangles,"{'min': [-0.63, -0.61, -0.23], 'max': [0.9, 0.63, 0.22]}"
DeskPhone,27338,54523,only triangles,"{'min': [-1.15, -0.47, -0.3], 'max': [0.54, 0.58, 0.82]}"
DeskPhone,12963,26647,only triangles,"{'min': [-0.76, -0.47, -0.18], 'max': [0.82, 0.47, 0.2]}"
DeskPhone,880,1678,only triangles,"{'min': [-1.01, -0.59, -0.54], 'max': [0.57, 0.7, 0.29]}"
DeskPhone,31349,60638,only triangles,"{'min': [-0.9, -0.35, -0.12], 'max': [0.72, 0.26, 0.26]}"
DeskPhone,27047,53857,only triangles,"{'min': [-1.02, -0.59, -0.24], 'max': [0.87, 0.35, 0.17]}"
DeskPhone,48061,94497,only triangles,"{'min': [-0.63, -0.59, -0.29], 'max': [0.81, 0.7, 0.24]}"
DeskPhone,43899,51962,only triangles,"{'min': [-0.78, -0.57, -0.27], 'max': [0.76, 0.76, 0.21]}"
Bird,757,1507,only triangles,"{'min': [-0.75, -0.54, -0.41], 'max': [1.22, 0.41, 0.1]}"
Bird,260,364,only triangles,"{'min': [-0.78, -0.19, -0.05], 'max': [1.2, 0.34, 0.04]}"
Bird,13253,26516,only triangles,"{'min': [-1.18, -0.42, -0.27], 'max': [0.72, 0.61, 0.2]}"
Bird,3947,7898,only triangles,"{'min': [-1.18, -0.46, -0.2], 'max': [0.8, 0.49, 0.08]}"
Bird,2329,4364,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.8, 0.69]}"
Bird,8996,17119,only triangles,"{'min': [-0.87, -0.62, -0.37], 'max': [0.91, 0.5, 0.53]}"
Bird,427,824,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.49, 0.46, 0.98]}"
Bird,1344,2734,only triangles,"{'min': [-1.19, -0.68, -0.06], 'max': [0.79, 0.44, 0.19]}"
Bird,464,928,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.26, 0.29]}"
Bird,1091,1398,only triangles,"{'min': [-0.76, -0.8, -0.71], 'max': [1.15, 0.64, 0.29]}"
Bird,1162,2012,only triangles,"{'min': [-1.24, -0.29, -0.25], 'max': [0.72, 0.41, 0.15]}"
Bird,1247,2468,only triangles,"{'min': [-0.93, -0.97, -0.19], 'max': [0.95, 0.63, 0.26]}"
Bird,649,1156,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.88, 0.98, 0.26]}"
Bird,2972,5878,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.35, 0.91, 0.98]}"
Bird,1751,3498,only triangles,"{'min': [-1.06, -0.29, -0.13], 'max': [0.81, 0.35, 0.07]}"
Bird,6076,11660,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.47, 0.58, 0.98]}"
Bird,373,744,only triangles,"{'min': [-1.23, -0.32, -0.09], 'max': [0.77, 0.38, 0.18]}"
Bird,1129,2246,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.38, 0.66, 0.98]}"
Bird,1824,3709,only triangles,"{'min': [-1.19, -0.55, -0.19], 'max': [0.79, 0.37, 0.06]}"
Bird,3144,6164,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.54, 0.69, 0.98]}"
Bird,1802,3548,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.5, 0.98, 0.51]}"
Bird,1792,3626,only triangles,"{'min': [-1.21, -0.45, -0.05], 'max': [0.75, 0.29, 0.16]}"
Bird,390,800,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.36, 0.52, 0.98]}"
Bird,233,462,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.26, 0.54]}"
Bird,699,1394,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.79, 0.64, 0.98]}"
Bird,950,1896,only triangles,"{'min': [-1.05, -0.72, -0.39], 'max': [0.75, 0.86, 0.26]}"
Bird,567,1130,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.44, 0.75]}"
Bird,8188,16135,only triangles,"{'min': [-0.69, -0.5, -0.4], 'max': [1.19, 0.6, 0.11]}"
Bird,1289,2503,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.94, 0.81, 0.98]}"
Bird,233,462,only triangles,"{'min': [-1.16, -0.56, -0.31], 'max': [0.79, 0.51, 0.15]}"
Bird,16542,33072,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.29, 0.49]}"
Bird,309,598,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.48, 0.55]}"
Bird,93,182,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.41, 0.56, 0.98]}"
Bird,401,798,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.46, 0.27]}"
Bird,903,1794,only triangles,"{'min': [-0.72, -0.54, -0.39], 'max': [1.03, 0.78, 0.5]}"
Bird,294,560,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.62, 0.91]}"
Bird,101,165,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.7, 0.15, 0.98]}"
Bird,41,54,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.93, 0.61, 0.98]}"
Bird,2683,5388,only triangles,"{'min': [-1.18, -0.38, -0.2], 'max': [0.77, 0.24, 0.34]}"
Bird,116,265,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.21, 0.5]}"
Bird,2684,5390,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.28, 0.35]}"
Bird,12813,24753,only triangles,"{'min': [-1.17, -0.68, -0.19], 'max': [0.74, 0.63, 0.21]}"
Bird,15871,31702,only triangles,"{'min': [-0.99, -0.57, -0.56], 'max': [0.73, 0.96, 0.6]}"
Bird,1824,3709,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.15, 0.47]}"
SubmachineGun,19423,38396,only triangles,"{'min': [-0.8, -0.2, -0.05], 'max': [0.81, 0.35, 0.03]}"
SubmachineGun,760,1326,only triangles,"{'min': [-0.88, -0.76, -0.14], 'max': [0.92, 0.3, 0.1]}"
SubmachineGun,4939,8831,only triangles,"{'min': [-0.78, -0.62, -0.08], 'max': [0.94, 0.19, 0.15]}"
SubmachineGun,11687,23060,only triangles,"{'min': [-1.24, -0.15, -0.16], 'max': [0.74, 0.32, 0.17]}"
SubmachineGun,2253,4275,only triangles,"{'min': [-1.07, -0.31, -0.09], 'max': [0.6, 0.46, 0.13]}"
SubmachineGun,1596,3190,only triangles,"{'min': [-0.95, -0.24, -0.03], 'max': [0.75, 0.2, 0.03]}"
SubmachineGun,1420,2708,only triangles,"{'min': [-0.9, -0.46, -0.08], 'max': [0.97, 0.28, 0.08]}"
SubmachineGun,182,294,only triangles,"{'min': [-1.1, -0.37, -0.06], 'max': [0.62, 0.36, 0.05]}"
SubmachineGun,1349,2532,only triangles,"{'min': [-0.8, -0.25, -0.06], 'max': [1.16, 0.53, 0.07]}"
SubmachineGun,451,785,only triangles,"{'min': [-0.85, -0.16, -0.06], 'max': [0.88, 0.22, 0.04]}"
SubmachineGun,1272,2216,only triangles,"{'min': [-0.91, -0.12, -0.03], 'max': [0.86, 0.26, 0.04]}"
SubmachineGun,1196,2437,only triangles,"{'min': [-0.88, -0.27, -0.07], 'max': [0.93, 0.43, 0.05]}"
SubmachineGun,17875,31606,only triangles,"{'min': [-0.69, -0.24, -0.19], 'max': [1.0, 0.23, 0.14]}"
SubmachineGun,1546,2964,only triangles,"{'min': [-0.67, -0.26, -0.1], 'max': [0.96, 0.33, 0.11]}"
SubmachineGun,24710,49474,only triangles,"{'min': [-0.93, -0.13, -0.07], 'max': [0.81, 0.33, 0.07]}"
SubmachineGun,577,1014,only triangles,"{'min': [-0.91, -0.2, -0.06], 'max': [1.06, 0.32, 0.03]}"
SubmachineGun,6530,13256,only triangles,"{'min': [-0.81, -0.3, -0.25], 'max': [1.09, 0.45, 0.16]}"
SubmachineGun,1521,2916,only triangles,"{'min': [-0.89, -0.39, -0.07], 'max': [0.9, 0.18, 0.06]}"
SubmachineGun,170,281,only triangles,"{'min': [-0.92, -0.18, -0.08], 'max': [0.95, 0.36, 0.04]}"
SubmachineGun,1116,2180,only triangles,"{'min': [-0.84, -0.81, -0.09], 'max': [0.89, 0.62, 0.09]}"
Skyscraper,17506,26932,only triangles,"{'min': [-0.91, -0.29, -0.26], 'max': [1.0, 0.43, 0.23]}"
Skyscraper,8334,16194,only triangles,"{'min': [-0.99, -0.21, -0.17], 'max': [0.56, 0.26, 0.18]}"
Skyscraper,37310,50778,only triangles,"{'min': [-0.88, -0.4, -0.23], 'max': [1.04, 0.24, 0.22]}"
Skyscraper,680,1672,only triangles,"{'min': [-0.94, -0.18, -0.19], 'max': [0.88, 0.23, 0.21]}"
Skyscraper,51626,52041,only triangles,"{'min': [-0.86, -0.38, -0.26], 'max': [1.11, 0.27, 0.27]}"
Skyscraper,25720,38308,only triangles,"{'min': [-0.79, -0.29, -0.22], 'max': [1.06, 0.38, 0.16]}"
Skyscraper,365,668,only triangles,"{'min': [-1.25, -0.25, -0.18], 'max': [0.45, 0.26, 0.37]}"
Skyscraper,2335,4363,only triangles,"{'min': [-0.87, -0.18, -0.21], 'max': [1.0, 0.27, 0.22]}"
Skyscraper,17490,28622,only triangles,"{'min': [-0.8, -0.29, -0.18], 'max': [1.12, 0.37, 0.27]}"
Skyscraper,3865,5942,only triangles,"{'min': [-1.18, -0.19, -0.16], 'max': [0.47, 0.17, 0.17]}"
Skyscraper,6983,16987,only triangles,"{'min': [-0.96, -0.21, -0.21], 'max': [0.76, 0.19, 0.19]}"
Skyscraper,5516,10976,only triangles,"{'min': [-0.89, -0.25, -0.21], 'max': [0.84, 0.19, 0.22]}"
Skyscraper,48226,54489,only triangles,"{'min': [-0.87, -0.38, -0.43], 'max': [1.06, 0.45, 0.33]}"
Skyscraper,6372,10967,only triangles,"{'min': [-0.88, -0.18, -0.19], 'max': [0.9, 0.23, 0.19]}"
Skyscraper,8301,12812,only triangles,"{'min': [-0.77, -0.28, -0.25], 'max': [0.78, 0.3, 0.27]}"
Skyscraper,73440,53448,only triangles,"{'min': [-0.87, -0.32, -0.19], 'max': [0.97, 0.24, 0.21]}"
Skyscraper,8334,16159,only triangles,"{'min': [-1.03, -0.3, -0.21], 'max': [0.52, 0.18, 0.18]}"
Skyscraper,4274,6932,only triangles,"{'min': [-0.92, -0.37, -0.31], 'max': [0.99, 0.27, 0.33]}"
Skyscraper,31282,50113,only triangles,"{'min': [-1.08, -0.37, -0.33], 'max': [0.83, 0.6, 0.35]}"
Skyscraper,49527,57938,only triangles,"{'min': [-0.92, -0.18, -0.13], 'max': [0.68, 0.12, 0.14]}"
RoundTable,12412,24720,only triangles,"{'min': [-0.74, -0.55, -0.66], 'max': [0.42, 0.85, 0.63]}"
RoundTable,422,840,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.87, 0.88, 0.98]}"
RoundTable,1040,2040,only triangles,"{'min': [-0.58, -0.78, -0.78], 'max': [0.96, 0.83, 0.84]}"
RoundTable,1141,2262,only triangles,"{'min': [-0.76, -0.63, -0.48], 'max': [0.54, 0.61, 0.8]}"
RoundTable,1921,3600,only triangles,"{'min': [-0.65, -0.83, -0.35], 'max': [1.0, 0.82, 0.69]}"
RoundTable,13002,25984,only triangles,"{'min': [-0.83, -0.8, -0.65], 'max': [1.05, 0.66, 0.21]}"
RoundTable,444,752,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.56, 0.98]}"
RoundTable,463,752,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.8, 0.98]}"
RoundTable,288,636,only triangles,"{'min': [-0.74, -0.82, -0.58], 'max': [0.59, 0.52, 0.57]}"
RoundTable,1740,3464,only triangles,"{'min': [-0.37, -0.45, -0.45], 'max': [0.78, 0.44, 0.45]}"
RoundTable,371,604,only triangles,"{'min': [-0.67, -0.76, -0.75], 'max': [1.0, 0.6, 0.87]}"
RoundTable,772,1526,only triangles,"{'min': [-0.75, -0.95, -0.72], 'max': [1.2, 0.99, 0.4]}"
RoundTable,136,236,only triangles,"{'min': [-1.0, -0.85, -0.19], 'max': [0.71, 0.87, 0.77]}"
RoundTable,828,1652,only triangles,"{'min': [-0.85, -0.27, -0.38], 'max': [0.42, 0.51, 0.4]}"
RoundTable,215,408,only triangles,"{'min': [-0.82, -0.96, -0.58], 'max': [1.17, 1.03, 0.14]}"
RoundTable,1732,3436,only triangles,"{'min': [-0.67, -0.59, -0.93], 'max': [1.05, 1.24, 0.84]}"
RoundTable,355,551,only triangles,"{'min': [-1.1, -1.02, -0.99], 'max': [0.74, 0.84, 0.44]}"
RoundTable,218,408,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.79, 0.98]}"
RoundTable,10889,20594,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.62, 0.98]}"
RoundTable,55,100,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.56, 0.93]}"
RoundTable,201,366,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.97, 0.35, 0.98]}"
RoundTable,54,88,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.81, 0.98, 0.77]}"
RoundTable,216,408,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.97, 0.57, 0.98]}"
RoundTable,1185,2330,only triangles,"{'min': [-0.75, -0.74, -0.56], 'max': [0.77, 0.63, 0.77]}"
RoundTable,215,408,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.34, 0.98]}"
RoundTable,501,978,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.64, 0.98, 0.64]}"
RoundTable,148,276,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.81, 0.98]}"
RoundTable,6647,13237,only triangles,"{'min': [-0.84, -0.73, -0.35], 'max': [0.6, 0.82, 0.84]}"
RoundTable,744,1468,only triangles,"{'min': [-0.72, -0.82, -0.19], 'max': [0.92, 0.8, 0.58]}"
RoundTable,1921,3600,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.47, 0.98]}"
RoundTable,128,241,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.88, 0.98, 0.88]}"
RoundTable,201,366,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.97, 0.53, 0.98]}"
RoundTable,72,140,only triangles,"{'min': [0.03, 0.03, 0.03], 'max': [0.98, 0.76, 0.98]}"
RoundTable,1706,3316,only triangles,"{'min': [-0.6, -0.45, -0.39], 'max': [0.63, 0.4, 0.44]}"
